supplier_id,company_name,classification,ownership_percentage,distance_from_mine_km,registration_date,primary_category,secondary_category,annual_revenue_usd,certification_status,contact_person,phone,email,address,tax_id,employees_count,founded_year,website
SUP0189,"Brown, Ghana Ltd",Ghanaian Participation,32.0,275.1,2017-10-19,Mechanical Services,Laboratory Services,6302942.14,Certified,Janet Shelton,(549)691-1877,,"61675 Ramos Camp, East Angelaport, FM 93045",TIN20043277,87,2017,www.brownghana.com.gh
SUP0190,Golden Engineering Co Ltd,Ghanaian Owned,51.4,136.3,2015-09-25,Fuel & Lubricants,Accounting Services,1020329.03,Pending,Jeffrey Edwards,(271)897-8897x7828,troy69@example.net,"0090 Mary Keys Apt. 561, Reedstad, MT 46542",TIN97219599,17,2015,www.goldenengineeringco.com.gh
SUP0191,Asante Logistics,Local-Local,99.8,20.7,2018-12-03,Training Services,Laboratory Services,424368.47,Not Certified,David Young,891-814-1520x8507,andrew79@example.org,"Unit 6965 Box 9171, DPO AP 88989",TIN75491202,3,2018,www.asantelogistics.com.gh
SUP0192,Rogers PLC,International,0.0,2599.7,2011-12-21,Safety Equipment,Transportation & Logistics,44701029.39,Not Certified,Mary Jackson,856-537-1834x4049,robbinsbelinda@example.net,"876 Michael Club, Williamport, NE 87461",TIN19183277,752,2011,www.company191.com
SUP0193,"Edwards, Perry and King",International,0.0,2508.9,2007-03-03,Consulting Services,Laboratory Services,89237526.34,Not Certified,Megan Kelley,8822973748,michaelhernandez@example.org,"6513 Adams Heights Apt. 493, Allenberg, ID 04132",TIN48571356,943,2007,www.company192.com
SUP0194,Robles LLC Ghana Ltd,Ghanaian Registered,12.0,311.7,2006-08-07,Financial Services,Catering Services,4092933.83,Pending,Justin Graham,+1-203-224-2044x8207,edwardskenneth@example.org,"PSC 6516, Box 2319, APO AP 66069",TIN23212812,78,2006,www.roblesllcghana.com.gh
SUP0195,Volta Enterprise,Ghanaian Owned,65.9,115.5,2011-12-03,Maintenance Services,Accounting Services,784746.44,Pending,Kelly Calderon,001-584-471-3915x59636,thompsontara@example.com,"8515 Wells Gateway, Natashaberg, MN 62789",TIN13885234,11,2011,www.voltaenterprise.com.gh
SUP0196,Ahafo Logistics Ltd,Ghanaian Owned,67.0,63.1,2021-06-01,Medical Services,Waste Management,719049.87,Pending,Samantha Smith,+1-900-834-8645x183,browningphillip@example.com,"3275 Mccormick Harbor, Port Kimberlyfort, NJ 97093",TIN67805802,9,2021,www.ahafologistics.com.gh
SUP0197,House-Cook Ghana Ltd,Ghanaian Registered,2.7,129.8,2019-06-11,Consulting Services,Equipment Parts,12739693.28,Pending,Thomas Garcia,(948)215-6985,davidsonisaiah@example.com,"63459 Daniel Gateway, Port Brooke, MT 42365",TIN85957578,118,2019,www.house-cookghana.com.gh
SUP0198,Mendoza-Moss,International,0.0,4550.4,2010-10-28,Legal Services,Maintenance Services,122931450.22,Certified,Michael Serrano,531-365-2669x3008,sgonzalez@example.org,"421 Jackson Port Apt. 086, Wilcoxfort, DE 29924",TIN33497411,1146,2010,www.company197.com
SUP0199,"Harris, Shah and Li",International,0.0,4825.1,2022-06-04,Catering Services,Fuel & Lubricants,21486997.5,Pending,Paul Reyes,(939)534-3626x20443,brandi71@example.org,"636 Fitzgerald Glens Apt. 180, West Sarahfort, PW 46940",TIN93176117,377,2022,www.company198.com
SUP0200,"Crosby, Coffey and George Ghana Ltd",Ghanaian Registered,7.1,348.0,2018-03-26,Supplies & Materials,Office Supplies,17001628.4,Certified,Amber King,+1-964-765-2809x242,uanderson@example.net,"1502 Savage Village, Juliechester, LA 35001",TIN41163805,173,2018,www.crosbycoffeyandgeorgeghana.com.gh
SUP0201,"Gallegos, Mcintosh and Black Ghana Limited",Ghanaian Registered,11.6,141.8,2008-02-11,Laboratory Services,Environmental Services,10245469.35,Pending,Christopher Doyle,428.970.3203x2074,fwilson@example.org,"7121 Davis Ways Suite 228, Annashire, IL 76987",TIN44269370,173,2008,www.gallegosmcintoshandblackghana.com.gh
SUP0202,Volta Services,Local-Local,89.2,18.5,2017-12-05,Medical Services,Legal Services,470852.63,Not Certified,Mrs. Pamela White DVM,371.750.4165,anthonystevens@example.net,"490 Booker Shoal Suite 592, Port Brandon, SD 37588",TIN31203129,7,2017,www.voltaservices.com.gh
SUP0203,Asante Industries Co Ltd,Ghanaian Owned,74.5,177.2,2014-06-11,Office Supplies,Medical Services,648086.98,Not Certified,Anthony Jones,+1-861-864-2361x032,deborah21@example.com,"492 Wade Village Suite 837, Mcclurefort, KY 74302",TIN66949781,12,2014,www.asanteindustriesco.com.gh
SUP0204,"Henderson, Avila and Shepherd",International,0.0,4771.0,2021-12-12,Accounting Services,Environmental Services,39382836.21,Pending,Jessica Simmons,3856732788,zkim@example.com,"438 Phillips Causeway, North Williamhaven, NE 54636",TIN50550084,529,2021,www.company203.com
SUP0205,Marshall Ltd Ghana Ltd,Ghanaian Registered,8.8,281.7,2024-02-17,Electrical Services,Supplies & Materials,9824756.28,Certified,Dawn Scott,380-817-2260,lee77@example.net,"32194 Ryan Brook Apt. 610, Lake Thomas, UT 53597",TIN41837210,133,2024,www.marshallghana.com.gh
SUP0206,Ghana Technical Co Ltd,Local-Local,99.1,5.8,2018-08-20,Office Supplies,Medical Services,88085.6,Not Certified,Tracy Guzman,249.595.6412x2031,clarkdeborah@example.net,"47276 Darren Drives, Maynardfort, AK 59419",TIN49625201,1,2018,www.ghanatechnicalco.com.gh
SUP0207,Ahafo Supplies,Local-Local,80.6,24.3,2022-07-16,Environmental Services,Construction Services,519844.0,Not Certified,Christina Hudson,(905)801-6679x9840,upalmer@example.net,"USCGC Hall, FPO AE 69747",TIN16582607,7,2022,www.ahafosupplies.com.gh
SUP0208,Henderson LLC Ghana Limited,Ghanaian Registered,13.2075,345.9,2014-08-03,Medical Services,Consulting Services,21136547.1,Not Certified,Debra Wong,917.595.7602x4375,brianacohen@example.net,"46657 Christy Haven Apt. 722, East Catherine, CT 55024",TIN57287718,368,2014,www.hendersonllcghana.com.gh
SUP0209,Accra Supplies Limited,Local-Local,85.9,1.3,2010-04-25,Fuel & Lubricants,Environmental Services,852246.5,Not Certified,Katherine Young,+1-200-354-5228,ryan93@example.org,"5508 Kemp Walk Apt. 077, North Kimberlyville, GU 74225",TIN98473848,14,2010,www.accrasupplies.com.gh
SUP0210,Volta Trading Ltd,Ghanaian Owned,89.5481,147.5,2024-08-23,Laboratory Services,Laboratory Services,377655.35,Certified,Brian Soto,752.747.8712,davidharris@example.com,"75482 Joseph Stravenue, Wardbury, FL 99225",TIN51464269,3,2024,www.voltatrading.com.gh
SUP0211,"Fisher, West Africa Ltd",Ghanaian Participation,14.5898,252.1,2018-02-13,Office Supplies,Waste Management,3260661.19,Not Certified,Jason Ellis,250.872.0811x55626,kellerdarlene@example.net,"6845 Smith Harbors Apt. 673, Terryfurt, WI 26360",TIN27637794,55,2018,www.fisherwestafrica.com.gh
SUP0212,Miller-Medina Ghana Ltd,Ghanaian Registered,14.1,115.1,2007-10-13,Medical Services,Training Services,12907857.83,Not Certified,Nathan Hobbs,684.531.8848x52008,jessica81@example.net,"8510 Shane Ports Apt. 753, West Kevin, TN 94198",TIN65767881,94,2007,www.miller-medinaghana.com.gh
SUP0213,"Chambers, Klein and Stone Ghana Ltd",Ghanaian Registered,5.3,106.6,2012-05-07,IT Services,Equipment Rental,15061898.87,Not Certified,Garrett Aguilar,001-957-312-6611x06273,erica69@example.net,"9767 Dennis Mall Apt. 282, Dawsonberg, VT 67765",TIN59104566,221,2012,www.chamberskleinandstoneghana.com.gh
SUP0214,West Africa Mining Services Co Ltd,Ghanaian Owned,56.4,180.5,2016-10-10,Maintenance Services,Environmental Services,2275614.83,Pending,Bailey Lewis,202.485.1961x1594,watsonvickie@example.com,"29604 Lewis Viaduct, Smithside, MI 09356",TIN49613214,19,2016,www.westafricaminingservicesco.com.gh
SUP0215,Butler PLC Ghana Limited,Ghanaian Registered,6.1798,187.0,2009-11-23,Security Services,Civil Works,23125974.37,Certified,Jesse Morgan,(879)822-8777x2519,rachelmorgan@example.org,"USCGC Fitzgerald, FPO AP 12104",TIN28892086,365,2009,www.butlerplcghana.com.gh
SUP0216,Accra Supplies,Ghanaian Owned,62.9,95.4,2018-01-26,Safety Equipment,Waste Management,2631094.82,Certified,Michelle Armstrong,001-948-218-1398x90983,barrettamanda@example.org,"97189 Morales Cape, Atkinstown, MA 57781",TIN62958901,31,2018,www.accrasupplies.com.gh
SUP0217,Ahafo Engineering Ltd,Ghanaian Owned,66.0,189.6,2022-12-11,Civil Works,Waste Management,556071.76,Not Certified,Alexander Rice,(641)811-8242x2412,brianwoodward@example.org,"6152 Orozco Green, Davidville, AR 27050",TIN45186708,10,2022,www.ahafoengineering.com.gh
SUP0218,Goodwin PLC Ghana Limited,Ghanaian Registered,18.9,226.7,2011-08-12,Laboratory Services,Waste Management,14690961.39,Certified,Jordan Gordon,240-857-8617,robinsmith@example.net,"USS Sanchez, FPO AP 85901",TIN41383044,259,2011,www.goodwinplcghana.com.gh
SUP0219,Torres Group Ghana Limited,Ghanaian Registered,13.5,141.7,2016-05-01,Construction Services,Fuel & Lubricants,18453150.25,Not Certified,Ryan Mason,(258)223-8687,nwoodward@example.com,"07494 Kidd Ville, New Mary, LA 06462",TIN54024257,223,2016,www.torresgroupghana.com.gh
SUP0220,Stevenson PLC Ghana Ltd,Ghanaian Registered,12.7,399.8,2022-05-22,Laboratory Services,Catering Services,6845831.77,Not Certified,Brandon Hale,(684)963-9855,john55@example.org,"20970 Emily Loop Suite 681, New Anthonymouth, TX 16677",TIN72312933,72,2022,www.stevensonplcghana.com.gh
SUP0221,Stanton-Bennett Ghana Limited,Ghanaian Registered,7.4,115.7,2014-02-05,Laboratory Services,Mechanical Services,14986322.8,Certified,Jasmine Combs,001-501-375-3703x045,,"Unit 0479 Box 3036, DPO AE 36853",TIN28760553,272,2014,www.stanton-bennettghana.com.gh
SUP0222,"Mason, Ghana Ltd",Ghanaian Participation,18.6,219.5,2018-02-09,Medical Services,Supplies & Materials,6750643.59,Certified,Megan Morrison,(619)521-2493,,"60566 Martinez Path Suite 758, Lake Jeffreyview, PW 55559",TIN23044889,73,2018,www.masonghana.com.gh
SUP0223,Accra Mining Services Limited,Local-Local,94.4291,5.8,2013-05-28,Electrical Services,Civil Works,155085.0,Pending,Emily Myers,219-903-6133x25411,,"USNV Wright, FPO AA 31743",TIN99991136,1,2013,www.accraminingservices.com.gh
SUP0224,West Africa Solutions Limited,Ghanaian Owned,81.3,67.3,2015-08-02,Mechanical Services,Laboratory Services,855390.61,Certified,Sandra Underwood,731.399.7179x11006,bryanlang@example.org,"10804 Morales River Suite 399, South Patrickchester, FM 81793",TIN75679047,11,2015,www.westafricasolutions.com.gh
SUP0225,Ashanti Solutions Co Ltd,Ghanaian Owned,77.2,26.7,2020-09-04,Transportation & Logistics,Accounting Services,1381426.2,Pending,Gina Pace,3785593110,danascott@example.com,"32002 Silva Passage Suite 498, East Terrance, PA 45445",TIN39161443,11,2020,www.ashantisolutionsco.com.gh
SUP0226,Golden Industries Limited,Ghanaian Owned,56.8,175.0,2015-05-10,Waste Management,Security Services,3373686.51,Not Certified,Wesley Holmes,+1-520-938-8065x33315,vgreene@example.net,"465 Daniel Wells Apt. 730, Lake Jerry, RI 28437",TIN59302863,31,2015,www.goldenindustries.com.gh
SUP0227,Castillo LLC,International,0.0,3979.1,2012-04-25,Safety Equipment,Laboratory Services,114536904.04,Pending,Jamie Ross,6509150812,crystaldurham@example.com,"34234 Matthew Plaza, East James, HI 34814",TIN18126895,2027,2012,www.company226.com
SUP0228,Ghana Engineering Limited,Ghanaian Owned,52.0,182.2,2010-07-25,Security Services,Civil Works,1443696.4,Certified,Alisha Byrd,(315)334-7355x2896,nicoleanderson@example.org,"559 Rowland Gardens Apt. 993, Kristinemouth, IA 07481",TIN98955314,27,2010,www.ghanaengineering.com.gh
SUP0229,"Flynn, Salas and York",International,0.0,3214.8,2018-12-23,IT Services,Laboratory Services,48484178.06,Not Certified,Stacey Clark,,marcbrooks@example.net,"4969 Jamie Flats Suite 363, Ronaldfurt, OK 21106",TIN90147573,715,2018,www.company228.com
SUP0230,Scott-Miller Ghana Ltd,Ghanaian Registered,13.2728,268.4,2014-01-27,Transportation & Logistics,Training Services,18709800.03,Certified,Elizabeth Stone,990.878.9567,frichardson@example.com,"73415 Kelly Parkway, Port Joshuabury, CT 16044",TIN26901217,171,2014,www.scott-millerghana.com.gh
SUP0231,Ward PLC Ghana Ltd,Ghanaian Registered,19.6,258.2,2009-12-11,Catering Services,Safety Equipment,9334427.19,,Craig Murphy,243-992-8404x4566,michelleperez@example.net,"89877 Conner Island Apt. 663, Coleside, AK 49613",TIN88703005,171,2009,www.wardplcghana.com.gh
SUP0232,Ray Ghana Ltd,Ghanaian Participation,38.3,65.6,2022-02-05,Training Services,Equipment Rental,957144.94,Not Certified,Oscar Porter,+1-455-436-6684x59090,,"61863 Rodriguez Port Suite 412, Lake Angelaton, GU 90812",TIN10380581,15,2022,www.rayghana.com.gh
SUP0233,"Burns, West Africa Ltd",Ghanaian Participation,24.2648,287.3,2019-05-06,Equipment Rental,Safety Equipment,4217252.62,Pending,Diane Hall,+1-481-870-5802x56621,ypaul@example.org,"6729 Matthews Parkway, Hilltown, FL 58923",TIN33420607,23,2019,www.burnswestafrica.com.gh
SUP0234,Summers Ghana Ltd,Ghanaian Participation,16.6,161.4,2017-11-12,Equipment Rental,Construction Services,7283208.43,Pending,Kelly Kent,877.590.1475x4692,rachelquinn@example.com,"916 John Ways, West Nicole, ND 38759",TIN41934639,141,2017,www.summersghana.com.gh
SUP0235,Ashanti Logistics Ltd,Ghanaian Owned,59.7,191.5,2017-11-26,Maintenance Services,Environmental Services,1061635.16,Certified,Andrea Barber,776.881.5118,nmartin@example.net,"76563 Johnson Glen, Lake Sallymouth, TN 98631",TIN27013243,8,2017,www.ashantilogistics.com.gh
SUP0236,Washington-Jones Ghana Limited,Ghanaian Registered,0.3,104.3,2017-03-27,Equipment Parts,Security Services,17743279.26,Not Certified,Dana Dodson,(674)322-0912,qjackson@example.org,"5230 Scott Causeway, South Hannahmouth, AR 78908",TIN18530615,193,2017,www.washington-jonesghana.com.gh
SUP0237,Golden Industries Co Ltd,Ghanaian Owned,88.6,160.3,2013-01-11,Equipment Parts,Office Supplies,1120614.06,,Raymond Wang,753.531.0600,walkernicole@example.net,"68155 Colleen Plains, Mcmillanville, IN 28521",TIN70667140,5,2013,www.goldenindustriesco.com.gh
SUP0238,West Africa Construction Ltd,Local-Local,80.2,9.6,2021-10-11,Financial Services,Legal Services,98899.48,Not Certified,Frank Smith,+1-550-863-7314x9501,katrina71@example.net,"1956 Martin Roads, Tiffanyfort, CA 44423",TIN50484137,1,2021,www.westafricaconstruction.com.gh
SUP0239,Franklin PLC Ghana Limited,Ghanaian Registered,4.9,220.8,2017-10-04,Laboratory Services,Construction Services,17896177.44,Certified,Jorge Harmon,490.730.9143x63910,jphillips@example.com,"97524 Schneider Trace, New Latoyachester, SD 38309",TIN74287863,293,2017,www.franklinplcghana.com.gh
SUP0240,Ghana Solutions Ltd,Ghanaian Owned,67.4,93.7,2014-03-03,Supplies & Materials,Accounting Services,2675513.21,Pending,Crystal Quinn,333-980-3396x85270,mckaybrett@example.org,"USNS Davis, FPO AP 72439",TIN19863756,36,2014,www.ghanasolutions.com.gh
SUP0241,Young Inc,International,0.0,2113.6,2009-01-18,Catering Services,Training Services,114341840.09,Not Certified,John Martin,936.529.3449,michelle71@example.com,"7689 Wolf Viaduct, Smithfurt, NE 11410",TIN29909029,1861,2009,www.company240.com
SUP0242,Larson-Hernandez,International,0.0,1529.1,2006-01-22,Catering Services,Equipment Rental,73233873.96,Pending,Dawn Ford,546.289.7152x732,hensleyjessica@example.com,"5674 Riley Camp Apt. 692, Port Samuel, KS 99011",TIN93794475,1003,2006,www.company241.com
SUP0243,"Bailey, Fletcher and Reid",International,-0.4013,2825.1,2024-03-13,Laboratory Services,Office Supplies,27603609.33,Not Certified,Anthony Cruz,(433)270-5024x97243,wisedawn@example.com,"362 King Hollow, Willischester, WV 95875",TIN53645651,461,2024,www.company242.com
SUP0244,Ghana Technical Co Ltd,Ghanaian Owned,72.0,112.1,2013-08-09,Civil Works,Equipment Parts,2811967.91,Not Certified,Ashley Armstrong,(824)836-4027x011,jessica22@example.com,"72817 Jacob Circle, Port Katherine, KS 54082",TIN67740376,26,2013,www.ghanatechnicalco.com.gh
SUP0245,Asante Enterprise Limited,Local-Local,97.5319,12.0,2024-08-27,Mechanical Services,Civil Works,473170.17,Certified,Thomas Rodriguez,+1-921-941-6141x5093,smithjoseph@example.org,"38069 Frederick Mountains, Cassandramouth, MN 89873",TIN65541117,3,2024,www.asanteenterprise.com.gh
SUP0246,Key-Montoya,International,0.0,4441.5,2018-05-21,Training Services,Civil Works,12961527.58,Pending,Mary Gray,3556107620,miguelmontgomery@example.net,"305 Cynthia Well Apt. 573, Rossland, MI 56588",TIN65833185,253,2018,www.company245.com
SUP0247,Hatfield-Vincent Ghana Limited,Ghanaian Participation,19.0,126.0,2008-03-22,Mechanical Services,Training Services,4157868.32,Not Certified,Morgan Carter,628.998.0271,peggyfriedman@example.com,"32116 Ethan Islands, Mirandabury, VA 34268",TIN44210729,73,2008,www.hatfield-vincentghana.com.gh
SUP0248,"Alvarez, Merritt and Martinez",International,0.1884,2401.8,2023-05-25,Waste Management,Equipment Rental,61796541.57,Not Certified,Joseph Swanson,853-599-1566,,"195 Melissa Light, West Bryanside, ID 51376",TIN73655158,685,2023,www.company247.com
SUP0249,Flores-Diaz,International,0.0,1492.2,2013-01-16,Catering Services,Catering Services,91184979.7,Certified,Rebecca Meyer,+1-993-916-0875x243,carolynthomas@example.net,"548 Joshua Vista, Welchborough, NM 38707",TIN22513132,1254,2013,www.company248.com
SUP0250,"Levy, Brown and Patrick",International,0.0,4785.0,2015-06-25,Mechanical Services,Security Services,61268863.49,Not Certified,Mitchell Charles,802.776.4208,wgregory@example.com,"3861 Marcus Turnpike Apt. 472, South Heather, LA 19483",TIN60015814,1023,2015,www.company249.com
SUP0251,Kumasi Mining Services Ltd,Ghanaian Owned,82.2,55.1,2010-09-24,Office Supplies,Safety Equipment,1312892.11,Not Certified,Robert Gonzalez,+1-405-291-2662x0157,bairddebra@example.net,"630 John Overpass, Haileyburgh, SD 98175",TIN54244334,9,2010,www.kumasiminingservices.com.gh
SUP0252,Volta Enterprise,Ghanaian Owned,88.6355,85.3,2011-11-09,Waste Management,Legal Services,1964674.03,,Michael Pope,+1-517-264-7501x11178,vhill@example.org,"7649 Cory Circles, South Lisa, AK 52116",TIN16904975,30,2011,www.voltaenterprise.com.gh
SUP0253,"Roth, Logan and Moreno",International,0.0,3771.8,2020-07-01,Medical Services,Fuel & Lubricants,69898115.17,Pending,Ryan Ryan,+1-413-512-9208x7510,christopherscott@example.org,"458 Rodney Shoals, East Kevinhaven, MH 38957",TIN57197152,366,2020,www.company252.com
SUP0254,Asante Technical Limited,Ghanaian Owned,85.4,46.8,2023-10-01,Equipment Rental,Legal Services,1186430.98,Pending,Jill Ray,001-558-459-8831x030,melissa32@example.net,"2961 Green Run Apt. 671, Ericaberg, ND 27208",TIN40097636,15,2023,www.asantetechnical.com.gh
SUP0255,Asante Logistics Co Ltd,Ghanaian Owned,93.5,34.0,2010-05-27,Security Services,Environmental Services,1048388.31,Not Certified,Nicholas Cowan,001-235-598-9262x566,nelsonamanda@example.net,"1554 Misty Fork, Alejandrofurt, IN 50129",TIN40354559,8,2010,www.asantelogisticsco.com.gh
SUP0256,Patton West Africa Ltd,Ghanaian Participation,44.7545,252.2,2009-12-23,Fuel & Lubricants,Legal Services,7110328.63,Not Certified,Nicholas Parker,818.459.4849x1025,linda88@example.net,"9240 Diane Divide Suite 940, Jasminebury, TX 80284",TIN45896226,135,2009,www.pattonwestafrica.com.gh
SUP0257,Mann-White,International,-0.2994,4328.1,2024-03-18,Construction Services,Maintenance Services,26076062.85,Pending,Dr. Kathryn Hill,(283)341-4651x11312,angela70@example.com,"7881 Smith Field, Lake Ronaldside, WA 45728",TIN51471222,205,2024,www.company256.com
SUP0258,Gamble Ltd Ghana Limited,Ghanaian Registered,8.2082,380.5,2010-09-28,Waste Management,Construction Services,8939348.13,Certified,Samantha Beard,290.897.2832x15285,xgray@example.org,"144 Carter Forest, Lake Crystalfurt, IL 40454",TIN29226889,136,2010,www.gambleghana.com.gh
SUP0259,"Robertson, West Africa Ltd",Ghanaian Participation,23.6243,64.1,2020-07-04,Equipment Rental,Financial Services,5797875.05,Not Certified,Sarah Brown,4978545105,alan67@example.org,"1702 Perez Locks, Kevinchester, MH 24379",TIN14114726,97,2020,www.robertsonwestafrica.com.gh
SUP0260,Asante Mining Services Limited,Local-Local,92.0,24.8,2017-02-10,Electrical Services,Mechanical Services,861032.94,Pending,Debra Mayo,+1-872-825-6053x13402,rachel23@example.com,"USNV Wilson, FPO AA 72606",TIN55754284,11,2017,www.asanteminingservices.com.gh
SUP0261,Marsh-Klein Ghana Ltd,Ghanaian Registered,19.6,266.6,2023-10-20,Waste Management,Medical Services,4040299.45,Not Certified,Phillip Macias,862.211.0225x80305,scastillo@example.com,"92823 Wang Way Suite 363, Mccarthyville, UT 96243",TIN53537934,49,2023,www.marsh-kleinghana.com.gh
SUP0262,"Carr, Lopez and Bond",International,0.0,1708.4,2015-06-22,Office Supplies,Fuel & Lubricants,16386789.63,Certified,Brittany Martinez,(604)532-6093x1066,matthewmendoza@example.net,"1454 Dawson Gateway, Pattyburgh, AZ 00571",TIN17061037,187,2015,www.company261.com
SUP0263,Kumasi Trading Ltd,Local-Local,93.9,12.0,2012-02-21,Legal Services,Catering Services,134203.16,Pending,Patrick Lewis,,michael59@example.net,"439 Miller Coves, Lake Julia, DE 05880",TIN69473616,1,2012,www.kumasitrading.com.gh
SUP0264,"Donaldson, West Africa Limited",Ghanaian Participation,22.5,117.8,2007-04-01,Fuel & Lubricants,Civil Works,9284791.3,Pending,Jeremy Garcia,,qpierce@example.net,"Unit 5716 Box 1768, DPO AP 03368",TIN46663833,47,2007,www.donaldsonwestafrica.com.gh
SUP0265,Greene Ltd,International,0.0075,3975.4,2009-02-25,IT Services,Equipment Parts,78224523.56,Certified,Donna Sosa,8368788127,nlawson@example.org,"087 Turner Forges, Jeanetteside, DE 22928",TIN56328316,1493,2009,www.company264.com
SUP0266,Williams and Sons Ghana Limited,Ghanaian Registered,4.4,317.7,2019-10-06,Security Services,Medical Services,7843592.21,Not Certified,Mark Mcmahon,724-303-3810x595,jennifer69@example.com,"053 Thompson Brook, Lake Juliefurt, SD 34231",TIN89609131,127,2019,www.williamsandsonsghana.com.gh
SUP0267,"Walters, Pierce and Montoya Ghana Limited",Ghanaian Registered,18.3,230.2,2020-04-27,Equipment Parts,Legal Services,10067015.73,Pending,Derrick Perkins,,lharding@example.net,"26931 Charles Gardens Suite 618, Lake Karen, AL 79575",TIN16095815,86,2020,www.walterspierceandmontoyaghana.com.gh
SUP0268,Gray Inc Ghana Ltd,Ghanaian Registered,14.3,127.4,2022-05-23,Electrical Services,Fuel & Lubricants,5620341.85,Certified,Adam Rivas,3237142900,harristimothy@example.net,"5723 Amy Grove, North Malloryville, ND 39395",TIN11031743,34,2022,www.grayincghana.com.gh
SUP0269,Accra Engineering Limited,Ghanaian Owned,91.5921,87.1,2011-03-26,Equipment Rental,Environmental Services,3117781.83,Pending,Stephen Perry,5308366254,vasquezvicki@example.org,"1951 Mclean Corner Apt. 922, Morenoburgh, TX 56238",TIN54039837,33,2011,www.accraengineering.com.gh
SUP0270,Asante Services,Ghanaian Owned,72.7,74.6,2017-03-10,Financial Services,Mechanical Services,1218622.17,Certified,Michael Turner,851-947-5410x2252,hbriggs@example.net,"15226 Flores Manors Suite 695, Port Sherry, PW 32732",TIN27339011,13,2017,www.asanteservices.com.gh
SUP0271,Barnes-Crawford Ghana Limited,Ghanaian Registered,4.1,339.9,2012-01-28,Safety Equipment,Accounting Services,19159426.59,Certified,Kim Underwood,(719)968-9313x5030,samanthabrown@example.com,"7286 Jason Fork, Lake Devinberg, MS 96587",TIN77144075,276,2012,www.barnes-crawfordghana.com.gh
SUP0272,Horton Group Ghana Limited,Ghanaian Registered,5.0,311.6,2013-04-18,Catering Services,Electrical Services,18926820.9,Not Certified,Michael Bates,,carrolllisa@example.org,"284 Jenkins Junction Suite 041, North Nicole, AZ 79691",TIN15677713,220,2013,www.hortongroupghana.com.gh
SUP0273,Gordon Inc,International,0.0,598.6,2009-06-07,Mechanical Services,Construction Services,103767285.58,Pending,Jeff Vaughan,884.498.4362x418,richardbrown@example.com,"775 Wilcox Expressway, Port Nathanchester, ID 35879",TIN20450542,1156,2009,www.company272.com
SUP0274,Garcia LLC,International,-0.3939,3448.3,2006-06-06,Training Services,Office Supplies,113276438.75,Pending,Sarah Johnson,528-611-3904x3830,davilaannette@example.net,"Unit 7005 Box 1405, DPO AA 52685",TIN86960402,1790,2006,www.company273.com
SUP0275,"Lee, West Africa Limited",Ghanaian Participation,43.1,161.6,2009-05-01,Medical Services,Security Services,7449074.18,Pending,Michele Davis,(981)382-0967x90422,cisnerosjesse@example.org,"288 West Curve, Kellychester, AZ 93924",TIN12799319,76,2009,www.leewestafrica.com.gh
SUP0276,"Hughes, West Africa Ltd",Ghanaian Participation,42.8339,247.3,2019-07-05,Fuel & Lubricants,Civil Works,4511280.4,Not Certified,Christian Burton,,barbara51@example.org,"7472 Teresa Oval Apt. 546, Vincentberg, NV 48569",TIN58567046,29,2019,www.hugheswestafrica.com.gh
SUP0277,"Kirk, Crane and Brooks Ghana Ltd",Ghanaian Registered,7.9,266.0,2008-07-22,Mechanical Services,Security Services,11165869.76,Certified,Katie Baker,+1-309-503-8021x46296,qsawyer@example.org,"871 Henry Coves Suite 636, Calebmouth, PA 64240",TIN68475513,125,2008,www.kirkcraneandbrooksghana.com.gh
SUP0278,Park Group Ghana Limited,Ghanaian Registered,0.3,188.8,2020-05-23,Equipment Parts,Catering Services,3163058.94,Pending,Jesse Gardner,223.559.0960x5673,cisnerosgabriela@example.com,"21461 Russo Mission, Warrenview, HI 07545",TIN51644346,15,2020,www.parkgroupghana.com.gh
SUP0279,Jacobson Group Ghana Limited,Ghanaian Registered,14.4,319.7,2023-06-22,Consulting Services,Training Services,11080653.06,Certified,Paul Martin,(567)378-2659x608,mariodowns@example.net,"27275 Laura Spring Suite 480, Hardingberg, SC 59395",TIN20251466,114,2023,www.jacobsongroupghana.com.gh
SUP0280,"Montes, Davis and Robinson Ghana Ltd",Ghanaian Registered,2.1,166.7,2014-10-28,Equipment Parts,Equipment Parts,7138045.08,Certified,Jennifer Payne,(796)735-3390,turnerkurt@example.org,"6558 Mills Track Suite 127, Brooksside, PA 21820",TIN56892354,115,2014,www.montesdavisandrobinsonghana.com.gh
SUP0281,"Graham, Mitchell and Keller",International,0.0,3073.6,2016-09-15,Waste Management,Financial Services,74156216.8,Not Certified,Madison Park,,contrerasmelissa@example.org,"613 Sampson Keys Suite 660, Kimberlyhaven, LA 35577",TIN29822594,597,2016,www.company280.com
SUP0282,Accra Enterprise Limited,Ghanaian Owned,65.4,120.7,2010-02-16,Environmental Services,IT Services,3728033.52,Certified,Deborah Roberson,,plee@example.com,"62658 Samuel Courts Apt. 819, Cameronview, MP 72971",TIN90852623,73,2010,www.accraenterprise.com.gh
SUP0283,Kumasi Supplies Ltd,Ghanaian Owned,73.3903,45.0,2019-01-03,Maintenance Services,Laboratory Services,1866719.01,Pending,Frank Davis,8602920981,tonyawalters@example.com,"3836 Hopkins Harbor, East Courtneyshire, VI 14056",TIN72270726,11,2019,www.kumasisupplies.com.gh
